customer_id,customer_name,segment,total_orders,total_spent,total_profit,avg_discount,value_segment,segment_threshold_high,segment_threshold_low
RS-97652,Roland Schwarz,Corporate,2,565.0,137.43,0.0,Low Value,3763.0,728.0
RS-98701,Roy Skaria,Home Office,4,467.0,144.39,0.0,Low Value,3763.0,728.0
RS-98702,Roy Skaria,Home Office,4,565.0,96.19,0.075,Low Value,3763.0,728.0
RW-195401,Rick Wilson,Corporate,8,6351.0,922.73,0.239,High Value,3763.0,728.0
RW-195402,Rick Wilson,Corporate,7,4541.0,1120.45,0.111,High Value,3763.0,728.0
RW-195403,Rick Wilson,Corporate,3,1134.0,295.22,0.2,Mid Value,3763.0,728.0
RW-195404,Rick Wilson,Corporate,7,7400.0,1586.63,0.135,High Value,3763.0,728.0
RW-196301,Rob Williams,Corporate,4,3001.0,839.45,0.03,Mid Value,3763.0,728.0
RW-196302,Rob Williams,Corporate,5,1349.0,106.53,0.113,Mid Value,3763.0,728.0
RW-196303,Rob Williams,Corporate,8,1798.0,354.82,0.083,Mid Value,3763.0,728.0
RW-196304,Rob Williams,Corporate,9,3280.0,698.83,0.138,Mid Value,3763.0,728.0
RW-196901,Robert Waldorf,Consumer,8,5650.0,1161.22,0.039,High Value,3763.0,728.0
RW-196902,Robert Waldorf,Consumer,6,941.0,151.09,0.043,Mid Value,3763.0,728.0
RW-196903,Robert Waldorf,Consumer,6,1113.0,292.39,0.075,Mid Value,3763.0,728.0
RW-196904,Robert Waldorf,Consumer,5,3495.0,707.55,0.073,Mid Value,3763.0,728.0
RW-95401,Rick Wilson,Corporate,4,4821.0,1269.9,0.0,High Value,3763.0,728.0
RW-95402,Rick Wilson,Corporate,3,878.0,-17.5,0.12,Mid Value,3763.0,728.0
RW-96301,Rob Williams,Corporate,1,546.0,247.44,0.0,Low Value,3763.0,728.0
RW-96302,Rob Williams,Corporate,1,14.0,5.16,0.0,Low Value,3763.0,728.0
RW-96901,Robert Waldorf,Consumer,2,294.0,97.25,0.025,Low Value,3763.0,728.0
RW-96902,Robert Waldorf,Consumer,6,1103.0,-272.5,0.377,Mid Value,3763.0,728.0
SA-108301,Sue Ann Reed,Consumer,5,505.0,45.8,0.117,Low Value,3763.0,728.0
SA-108302,Sue Ann Reed,Consumer,1,55.0,4.38,0.0,Low Value,3763.0,728.0
SA-108303,Sue Ann Reed,Consumer,4,312.0,-106.73,0.36,Low Value,3763.0,728.0
SA-208301,Sue Ann Reed,Consumer,9,2320.0,-467.93,0.177,Mid Value,3763.0,728.0
SA-208302,Sue Ann Reed,Consumer,3,4398.0,846.31,0.014,High Value,3763.0,728.0
SA-208303,Sue Ann Reed,Consumer,8,4137.0,422.72,0.123,High Value,3763.0,728.0
SA-208304,Sue Ann Reed,Consumer,10,4767.0,610.15,0.193,High Value,3763.0,728.0
SB-101701,Sarah Bern,Consumer,2,1321.0,264.93,0.0,Mid Value,3763.0,728.0
SB-101702,Sarah Bern,Consumer,3,329.0,-240.87,0.6,Low Value,3763.0,728.0
SB-101851,Sarah Brown,Consumer,5,935.0,181.09,0.175,Mid Value,3763.0,728.0
SB-101852,Sarah Brown,Consumer,2,332.0,42.21,0.0,Low Value,3763.0,728.0
SB-102901,Sean Braxton,Corporate,5,1976.0,-120.67,0.337,Mid Value,3763.0,728.0
SB-201701,Sarah Bern,Consumer,7,8934.0,2421.87,0.051,High Value,3763.0,728.0
SB-201702,Sarah Bern,Consumer,3,1797.0,-382.12,0.188,Mid Value,3763.0,728.0
SB-201703,Sarah Bern,Consumer,2,874.0,145.48,0.0,Mid Value,3763.0,728.0
SB-201704,Sarah Bern,Consumer,3,1348.0,157.67,0.186,Mid Value,3763.0,728.0
SB-201851,Sarah Brown,Consumer,3,1844.0,-471.71,0.42,Mid Value,3763.0,728.0
SB-201852,Sarah Brown,Consumer,13,6429.0,320.2,0.139,High Value,3763.0,728.0
SB-201853,Sarah Brown,Consumer,9,6349.0,711.41,0.047,High Value,3763.0,728.0
SB-201854,Sarah Brown,Consumer,6,6411.0,885.46,0.142,High Value,3763.0,728.0
SB-202901,Sean Braxton,Corporate,5,5101.0,-536.04,0.107,High Value,3763.0,728.0
SB-202902,Sean Braxton,Corporate,3,4587.0,759.23,0.125,High Value,3763.0,728.0
SB-202903,Sean Braxton,Corporate,7,793.0,83.24,0.16,Mid Value,3763.0,728.0
SB-202904,Sean Braxton,Corporate,7,8057.0,-2082.75,0.241,High Value,3763.0,728.0
SC-100201,Sam Craven,Consumer,1,48.0,15.84,0.0,Low Value,3763.0,728.0
SC-100202,Sam Craven,Consumer,3,428.0,-131.35,0.3,Low Value,3763.0,728.0
SC-100501,Sample Company A,Home Office,3,1493.0,232.5,0.008,Mid Value,3763.0,728.0
SC-100502,Sample Company A,Home Office,4,819.0,126.35,0.133,Mid Value,3763.0,728.0
SC-100951,Sanjit Chand,Consumer,4,717.0,102.52,0.21,Low Value,3763.0,728.0
SC-100952,Sanjit Chand,Consumer,3,203.0,-3.36,0.3,Low Value,3763.0,728.0
SC-102301,Scot Coram,Corporate,2,174.0,27.42,0.233,Low Value,3763.0,728.0
SC-102302,Scot Coram,Corporate,1,1619.0,258.9,0.0,Mid Value,3763.0,728.0
SC-102601,Scott Cohen,Corporate,1,633.0,58.95,0.0,Low Value,3763.0,728.0
SC-102602,Scott Cohen,Corporate,6,2533.0,-101.83,0.284,Mid Value,3763.0,728.0
SC-103051,Sean Christensen,Consumer,5,2350.0,-407.46,0.544,Mid Value,3763.0,728.0
SC-103052,Sean Christensen,Consumer,2,857.0,194.31,0.0,Mid Value,3763.0,728.0
SC-103801,Shahid Collister,Consumer,2,1446.0,365.46,0.0,Mid Value,3763.0,728.0
SC-103802,Shahid Collister,Consumer,2,110.0,44.67,0.0,Low Value,3763.0,728.0
SC-104401,Shaun Chance,Corporate,3,1648.0,-349.56,0.4,Mid Value,3763.0,728.0
SC-104402,Shaun Chance,Corporate,1,282.0,-183.88,0.6,Low Value,3763.0,728.0
SC-105751,Sonia Cooley,Consumer,2,328.0,41.64,0.0,Low Value,3763.0,728.0
SC-106801,Steve Carroll,Home Office,2,2511.0,490.38,0.0,Mid Value,3763.0,728.0
SC-106802,Steve Carroll,Home Office,2,3835.0,52.98,0.12,High Value,3763.0,728.0
SC-106951,Steve Chapman,Corporate,3,1335.0,-157.35,0.311,Mid Value,3763.0,728.0
SC-106952,Steve Chapman,Corporate,1,133.0,-193.13,0.7,Low Value,3763.0,728.0
SC-107251,Steven Cartwright,Consumer,3,2136.0,154.4,0.1,Mid Value,3763.0,728.0
SC-107252,Steven Cartwright,Consumer,4,807.0,36.81,0.2,Mid Value,3763.0,728.0
SC-107701,Stewart Carmichael,Corporate,1,27.0,5.64,0.0,Low Value,3763.0,728.0
SC-107702,Stewart Carmichael,Corporate,1,55.0,2.73,0.0,Low Value,3763.0,728.0
SC-107703,Stewart Carmichael,Corporate,5,1953.0,-136.03,0.411,Mid Value,3763.0,728.0
SC-108001,Stuart Calhoun,Consumer,1,62.0,-81.38,0.7,Low Value,3763.0,728.0
SC-108002,Stuart Calhoun,Consumer,1,27.0,3.54,0.0,Low Value,3763.0,728.0
SC-108451,Sung Chung,Consumer,1,613.0,242.64,0.0,Low Value,3763.0,728.0
SC-108452,Sung Chung,Consumer,3,754.0,19.02,0.0,Mid Value,3763.0,728.0
SC-200201,Sam Craven,Consumer,12,4109.0,1032.22,0.077,High Value,3763.0,728.0
SC-200202,Sam Craven,Consumer,7,1645.0,362.04,0.039,Mid Value,3763.0,728.0
SC-200203,Sam Craven,Consumer,10,1462.0,154.31,0.133,Mid Value,3763.0,728.0
SC-200204,Sam Craven,Consumer,5,3364.0,-317.05,0.219,Mid Value,3763.0,728.0
SC-200501,Sample Company A,Home Office,9,5484.0,869.66,0.217,High Value,3763.0,728.0
SC-200502,Sample Company A,Home Office,5,1982.0,199.55,0.14,Mid Value,3763.0,728.0
SC-200503,Sample Company A,Home Office,7,4725.0,-2421.39,0.255,High Value,3763.0,728.0
SC-200504,Sample Company A,Home Office,9,4626.0,1011.74,0.187,High Value,3763.0,728.0
SC-200951,Sanjit Chand,Consumer,6,3523.0,605.72,0.254,Mid Value,3763.0,728.0
SC-200952,Sanjit Chand,Consumer,9,7301.0,1572.06,0.124,High Value,3763.0,728.0
SC-200953,Sanjit Chand,Consumer,4,635.0,171.03,0.1,Low Value,3763.0,728.0
SC-200954,Sanjit Chand,Consumer,9,14145.0,5757.41,0.064,High Value,3763.0,728.0
SC-202301,Scot Coram,Corporate,10,8083.0,1355.56,0.104,High Value,3763.0,728.0
SC-202302,Scot Coram,Corporate,8,5550.0,137.39,0.181,High Value,3763.0,728.0
SC-202303,Scot Coram,Corporate,3,2329.0,851.96,0.0,Mid Value,3763.0,728.0
SC-202304,Scot Coram,Corporate,4,4374.0,440.14,0.109,High Value,3763.0,728.0
SC-202601,Scott Cohen,Corporate,9,2826.0,243.03,0.31,Mid Value,3763.0,728.0
SC-202602,Scott Cohen,Corporate,3,1608.0,404.34,0.12,Mid Value,3763.0,728.0
SC-202603,Scott Cohen,Corporate,6,1205.0,-52.82,0.05,Mid Value,3763.0,728.0
SC-202604,Scott Cohen,Corporate,8,3732.0,671.0,0.197,Mid Value,3763.0,728.0
SC-203051,Sean Christensen,Consumer,6,9218.0,452.66,0.106,High Value,3763.0,728.0
SC-203052,Sean Christensen,Consumer,9,3511.0,-418.02,0.184,Mid Value,3763.0,728.0
SC-203053,Sean Christensen,Consumer,4,991.0,411.62,0.0,Mid Value,3763.0,728.0
SC-203054,Sean Christensen,Consumer,7,3980.0,229.16,0.217,High Value,3763.0,728.0
SC-203801,Shahid Collister,Consumer,12,6626.0,674.66,0.115,High Value,3763.0,728.0
SC-203802,Shahid Collister,Consumer,9,1512.0,25.62,0.175,Mid Value,3763.0,728.0
SC-203803,Shahid Collister,Consumer,7,1990.0,345.31,0.212,Mid Value,3763.0,728.0
SC-203804,Shahid Collister,Consumer,9,5994.0,236.66,0.19,High Value,3763.0,728.0
SC-204401,Shaun Chance,Corporate,7,332.0,-6.63,0.305,Low Value,3763.0,728.0
SC-204402,Shaun Chance,Corporate,3,631.0,130.18,0.04,Low Value,3763.0,728.0
SC-204403,Shaun Chance,Corporate,8,4842.0,387.35,0.118,High Value,3763.0,728.0
SC-204404,Shaun Chance,Corporate,7,1875.0,379.56,0.28,Mid Value,3763.0,728.0
SC-205751,Sonia Cooley,Consumer,9,2009.0,218.34,0.096,Mid Value,3763.0,728.0
SC-205752,Sonia Cooley,Consumer,9,3210.0,585.43,0.072,Mid Value,3763.0,728.0
SC-205753,Sonia Cooley,Consumer,10,3563.0,-7.64,0.129,Mid Value,3763.0,728.0
SC-205754,Sonia Cooley,Consumer,5,902.0,100.23,0.343,Mid Value,3763.0,728.0
SC-206801,Steve Carroll,Home Office,9,8915.0,858.64,0.135,High Value,3763.0,728.0
SC-206802,Steve Carroll,Home Office,9,1673.0,251.71,0.096,Mid Value,3763.0,728.0
SC-206803,Steve Carroll,Home Office,7,1634.0,-315.08,0.275,Mid Value,3763.0,728.0
SC-206804,Steve Carroll,Home Office,6,1255.0,370.16,0.0,Mid Value,3763.0,728.0
SC-206951,Steve Chapman,Corporate,12,10871.0,1032.37,0.222,High Value,3763.0,728.0
SC-206952,Steve Chapman,Corporate,6,3888.0,662.54,0.064,High Value,3763.0,728.0
SC-206953,Steve Chapman,Corporate,7,4596.0,209.42,0.184,High Value,3763.0,728.0
SC-206954,Steve Chapman,Corporate,10,2578.0,611.83,0.157,Mid Value,3763.0,728.0
SC-207251,Steven Cartwright,Consumer,2,61.0,7.68,0.0,Low Value,3763.0,728.0
SC-207252,Steven Cartwright,Consumer,10,5473.0,921.37,0.11,High Value,3763.0,728.0
SC-207253,Steven Cartwright,Consumer,7,3215.0,-330.88,0.262,Mid Value,3763.0,728.0
SC-207254,Steven Cartwright,Consumer,11,5226.0,1276.65,0.15,High Value,3763.0,728.0
SC-207701,Stewart Carmichael,Corporate,10,5029.0,78.62,0.134,High Value,3763.0,728.0
SC-207702,Stewart Carmichael,Corporate,6,1797.0,257.12,0.111,Mid Value,3763.0,728.0
SC-207703,Stewart Carmichael,Corporate,9,3174.0,781.2,0.055,Mid Value,3763.0,728.0
SC-207704,Stewart Carmichael,Corporate,7,4494.0,-671.19,0.305,High Value,3763.0,728.0
SC-208001,Stuart Calhoun,Consumer,6,6147.0,810.43,0.269,High Value,3763.0,728.0
SC-208002,Stuart Calhoun,Consumer,10,4487.0,458.03,0.109,High Value,3763.0,728.0
SC-208003,Stuart Calhoun,Consumer,4,408.0,33.91,0.08,Low Value,3763.0,728.0
SC-208004,Stuart Calhoun,Consumer,4,278.0,51.83,0.12,Low Value,3763.0,728.0
SC-208451,Sung Chung,Consumer,5,2987.0,673.02,0.219,Mid Value,3763.0,728.0
SC-208452,Sung Chung,Consumer,5,3289.0,480.8,0.042,Mid Value,3763.0,728.0
SC-208453,Sung Chung,Consumer,12,3341.0,250.04,0.261,Mid Value,3763.0,728.0
SC-208454,Sung Chung,Consumer,2,281.0,31.18,0.2,Low Value,3763.0,728.0
SD-104851,Shirley Daniels,Home Office,5,1115.0,205.91,0.175,Mid Value,3763.0,728.0
SD-104852,Shirley Daniels,Home Office,3,43.0,10.39,0.2,Low Value,3763.0,728.0
SD-204851,Shirley Daniels,Home Office,9,3462.0,403.2,0.27,Mid Value,3763.0,728.0
SD-204852,Shirley Daniels,Home Office,10,3888.0,242.05,0.158,High Value,3763.0,728.0
SD-204853,Shirley Daniels,Home Office,4,3330.0,800.49,0.08,Mid Value,3763.0,728.0
SD-204854,Shirley Daniels,Home Office,9,6121.0,1985.17,0.105,High Value,3763.0,728.0
SE-101101,Sanjit Engle,Consumer,1,271.0,19.5,0.0,Low Value,3763.0,728.0
SE-101102,Sanjit Engle,Consumer,2,342.0,132.66,0.0,Low Value,3763.0,728.0
SE-201101,Sanjit Engle,Consumer,7,2606.0,546.63,0.104,Mid Value,3763.0,728.0
SE-201102,Sanjit Engle,Consumer,11,9380.0,2139.4,0.043,High Value,3763.0,728.0
SE-201103,Sanjit Engle,Consumer,7,5335.0,526.92,0.037,High Value,3763.0,728.0
SE-201104,Sanjit Engle,Consumer,11,12209.0,2650.68,0.111,High Value,3763.0,728.0
SF-100651,Sandra Flanagan,Consumer,4,585.0,24.94,0.233,Low Value,3763.0,728.0
SF-100652,Sandra Flanagan,Consumer,4,3276.0,767.07,0.0,Mid Value,3763.0,728.0
SF-102001,Sarah Foster,Consumer,5,1049.0,62.23,0.21,Mid Value,3763.0,728.0
SF-102002,Sarah Foster,Consumer,3,1587.0,-1446.63,0.3,Mid Value,3763.0,728.0
SF-109651,Sylvia Foulston,Corporate,3,868.0,233.82,0.0,Mid Value,3763.0,728.0
SF-109652,Sylvia Foulston,Corporate,3,1608.0,422.53,0.067,Mid Value,3763.0,728.0
SF-200651,Sandra Flanagan,Consumer,5,1574.0,431.07,0.071,Mid Value,3763.0,728.0
SF-200652,Sandra Flanagan,Consumer,6,4024.0,121.47,0.1,High Value,3763.0,728.0
SF-200653,Sandra Flanagan,Consumer,3,1036.0,292.94,0.0,Mid Value,3763.0,728.0
SF-200654,Sandra Flanagan,Consumer,7,764.0,228.16,0.1,Mid Value,3763.0,728.0
SF-202001,Sarah Foster,Consumer,8,4119.0,834.59,0.07,High Value,3763.0,728.0
SF-202002,Sarah Foster,Consumer,6,3100.0,435.61,0.121,Mid Value,3763.0,728.0
SF-202003,Sarah Foster,Consumer,5,2380.0,657.06,0.06,Mid Value,3763.0,728.0
SF-202004,Sarah Foster,Consumer,9,3424.0,286.9,0.127,Mid Value,3763.0,728.0
SF-209651,Sylvia Foulston,Corporate,3,988.0,231.6,0.292,Mid Value,3763.0,728.0
SF-209652,Sylvia Foulston,Corporate,3,888.0,155.33,0.05,Mid Value,3763.0,728.0
SF-209653,Sylvia Foulston,Corporate,2,1567.0,311.96,0.0,Mid Value,3763.0,728.0
SF-209654,Sylvia Foulston,Corporate,9,3338.0,539.94,0.271,Mid Value,3763.0,728.0
SG-100801,Sandra Glassco,Consumer,2,788.0,245.93,0.18,Mid Value,3763.0,728.0
SG-100802,Sandra Glassco,Consumer,1,56.0,14.1,0.0,Low Value,3763.0,728.0
SG-100803,Sandra Glassco,Consumer,3,235.0,71.88,0.0,Low Value,3763.0,728.0
SG-104701,Sheri Gordon,Consumer,1,666.0,300.42,0.0,Low Value,3763.0,728.0
SG-104702,Sheri Gordon,Consumer,2,2420.0,567.24,0.0,Mid Value,3763.0,728.0
SG-106051,Speros Goranitis,Consumer,3,968.0,-40.75,0.35,Mid Value,3763.0,728.0
SG-106052,Speros Goranitis,Consumer,3,1849.0,252.25,0.429,Mid Value,3763.0,728.0
SG-108901,Susan Gilcrest,Corporate,3,459.0,-60.46,0.35,Low Value,3763.0,728.0
SG-108902,Susan Gilcrest,Corporate,3,965.0,361.47,0.0,Mid Value,3763.0,728.0
SG-200801,Sandra Glassco,Consumer,6,3290.0,1109.61,0.067,Mid Value,3763.0,728.0
SG-200802,Sandra Glassco,Consumer,3,1412.0,475.16,0.025,Mid Value,3763.0,728.0
SG-200803,Sandra Glassco,Consumer,5,2666.0,396.59,0.091,Mid Value,3763.0,728.0
SG-200804,Sandra Glassco,Consumer,3,3406.0,570.44,0.068,Mid Value,3763.0,728.0
SG-204701,Sheri Gordon,Consumer,6,2933.0,1272.02,0.067,Mid Value,3763.0,728.0
SG-204702,Sheri Gordon,Consumer,6,1665.0,-608.56,0.291,Mid Value,3763.0,728.0
SG-204703,Sheri Gordon,Consumer,8,4249.0,926.88,0.0,High Value,3763.0,728.0
SG-204704,Sheri Gordon,Consumer,8,1885.0,-119.01,0.15,Mid Value,3763.0,728.0
SG-206051,Speros Goranitis,Consumer,10,2654.0,549.83,0.195,Mid Value,3763.0,728.0
SG-206052,Speros Goranitis,Consumer,7,1134.0,14.35,0.189,Mid Value,3763.0,728.0
SG-206053,Speros Goranitis,Consumer,9,3217.0,302.16,0.133,Mid Value,3763.0,728.0
SG-206054,Speros Goranitis,Consumer,6,3126.0,463.27,0.092,Mid Value,3763.0,728.0
SG-208901,Susan Gilcrest,Corporate,8,4544.0,187.42,0.225,High Value,3763.0,728.0
SG-208902,Susan Gilcrest,Corporate,5,3806.0,490.02,0.031,High Value,3763.0,728.0
SG-208903,Susan Gilcrest,Corporate,6,2863.0,-433.44,0.259,Mid Value,3763.0,728.0
SG-208904,Susan Gilcrest,Corporate,3,49.0,-3.71,0.4,Low Value,3763.0,728.0
SH-103951,Shahid Hopkins,Consumer,2,52.0,-73.44,0.467,Low Value,3763.0,728.0
SH-103952,Shahid Hopkins,Consumer,1,67.0,17.43,0.0,Low Value,3763.0,728.0
SH-103953,Shahid Hopkins,Consumer,1,10.0,3.18,0.0,Low Value,3763.0,728.0
SH-106351,Stefanie Holloman,Corporate,4,658.0,129.87,0.0,Low Value,3763.0,728.0
SH-199751,Sally Hughsby,Corporate,7,3622.0,553.59,0.158,Mid Value,3763.0,728.0
SH-199752,Sally Hughsby,Corporate,4,1390.0,-212.41,0.087,Mid Value,3763.0,728.0
SH-199753,Sally Hughsby,Corporate,5,2474.0,87.57,0.18,Mid Value,3763.0,728.0
SH-199754,Sally Hughsby,Corporate,13,3408.0,558.47,0.136,Mid Value,3763.0,728.0
SH-203951,Shahid Hopkins,Consumer,10,4092.0,434.86,0.199,High Value,3763.0,728.0
SH-203952,Shahid Hopkins,Consumer,8,3278.0,409.26,0.071,Mid Value,3763.0,728.0
SH-203953,Shahid Hopkins,Consumer,5,3300.0,412.46,0.154,Mid Value,3763.0,728.0
SH-203954,Shahid Hopkins,Consumer,10,2180.0,-144.52,0.233,Mid Value,3763.0,728.0
SH-206351,Stefanie Holloman,Corporate,6,3327.0,271.17,0.136,Mid Value,3763.0,728.0
SH-206352,Stefanie Holloman,Corporate,8,6349.0,1254.8,0.111,High Value,3763.0,728.0
SH-206353,Stefanie Holloman,Corporate,9,1775.0,61.71,0.229,Mid Value,3763.0,728.0
SH-206354,Stefanie Holloman,Corporate,2,2096.0,260.63,0.2,Mid Value,3763.0,728.0
SH-99751,Sally Hughsby,Corporate,2,520.0,-391.11,0.583,Low Value,3763.0,728.0
SH-99752,Sally Hughsby,Corporate,6,7537.0,1199.25,0.0,High Value,3763.0,728.0
SJ-101251,Sanjit Jacobs,Home Office,2,1050.0,450.15,0.0,Mid Value,3763.0,728.0
SJ-101252,Sanjit Jacobs,Home Office,1,23.0,4.2,0.0,Low Value,3763.0,728.0
SJ-101253,Sanjit Jacobs,Home Office,6,1887.0,-89.72,0.265,Mid Value,3763.0,728.0
SJ-102151,Sarah Jordon,Consumer,2,61.0,15.42,0.0,Low Value,3763.0,728.0
SJ-102152,Sarah Jordon,Consumer,1,22.0,3.9,0.0,Low Value,3763.0,728.0
SJ-102153,Sarah Jordon,Consumer,6,1276.0,159.73,0.109,Mid Value,3763.0,728.0
SJ-105001,Shirley Jackson,Consumer,3,454.0,34.58,0.2,Low Value,3763.0,728.0
SJ-201251,Sanjit Jacobs,Home Office,4,425.0,64.42,0.258,Low Value,3763.0,728.0
SJ-201252,Sanjit Jacobs,Home Office,9,3671.0,475.3,0.109,Mid Value,3763.0,728.0
SJ-201253,Sanjit Jacobs,Home Office,5,2515.0,779.54,0.033,Mid Value,3763.0,728.0
SJ-201254,Sanjit Jacobs,Home Office,12,3950.0,144.12,0.233,High Value,3763.0,728.0
SJ-202151,Sarah Jordon,Consumer,9,3535.0,714.65,0.164,Mid Value,3763.0,728.0
SJ-202152,Sarah Jordon,Consumer,8,4555.0,934.47,0.067,High Value,3763.0,728.0
SJ-202153,Sarah Jordon,Consumer,9,5280.0,707.2,0.217,High Value,3763.0,728.0
SJ-202154,Sarah Jordon,Consumer,6,1341.0,-23.51,0.37,Mid Value,3763.0,728.0
SJ-205001,Shirley Jackson,Consumer,8,3292.0,783.64,0.087,Mid Value,3763.0,728.0
SJ-205002,Shirley Jackson,Consumer,7,5012.0,-307.87,0.171,High Value,3763.0,728.0
SJ-205003,Shirley Jackson,Consumer,6,3308.0,1003.37,0.04,Mid Value,3763.0,728.0
SJ-205004,Shirley Jackson,Consumer,5,1319.0,68.1,0.143,Mid Value,3763.0,728.0
SK-199901,Sally Knutson,Consumer,4,1776.0,288.97,0.14,Mid Value,3763.0,728.0
SK-199902,Sally Knutson,Consumer,4,2838.0,581.48,0.072,Mid Value,3763.0,728.0
SK-199903,Sally Knutson,Consumer,8,5435.0,1280.82,0.067,High Value,3763.0,728.0
SK-199904,Sally Knutson,Consumer,3,884.0,168.79,0.22,Mid Value,3763.0,728.0
SK-99901,Sally Knutson,Consumer,3,1032.0,380.91,0.0,Mid Value,3763.0,728.0
SK-99902,Sally Knutson,Consumer,4,1327.0,274.55,0.3,Mid Value,3763.0,728.0
SL-101551,Sara Luxemburg,Home Office,7,1516.0,492.36,0.0,Mid Value,3763.0,728.0
SL-101552,Sara Luxemburg,Home Office,1,28.0,3.06,0.0,Low Value,3763.0,728.0
SL-101553,Sara Luxemburg,Home Office,6,906.0,160.32,0.138,Mid Value,3763.0,728.0
SL-201551,Sara Luxemburg,Home Office,5,3808.0,-232.18,0.223,High Value,3763.0,728.0
SL-201552,Sara Luxemburg,Home Office,9,3701.0,928.06,0.047,Mid Value,3763.0,728.0
SL-201553,Sara Luxemburg,Home Office,11,3815.0,20.35,0.106,High Value,3763.0,728.0
SL-201554,Sara Luxemburg,Home Office,7,3053.0,527.97,0.178,Mid Value,3763.0,728.0
SM-100051,Sally Matthias,Consumer,3,4068.0,345.78,0.0,High Value,3763.0,728.0
SM-100052,Sally Matthias,Consumer,5,2194.0,832.11,0.0,Mid Value,3763.0,728.0
SM-103201,Sean Miller,Home Office,4,3993.0,698.39,0.1,High Value,3763.0,728.0
SM-103202,Sean Miller,Home Office,3,53.0,-24.43,0.45,Low Value,3763.0,728.0
SM-109051,Susan MacKendrick,Consumer,4,1576.0,202.69,0.1,Mid Value,3763.0,728.0
SM-109052,Susan MacKendrick,Consumer,1,136.0,45.09,0.0,Low Value,3763.0,728.0
SM-109501,Suzanne McNair,Corporate,2,114.0,39.03,0.0,Low Value,3763.0,728.0
SM-109502,Suzanne McNair,Corporate,7,1223.0,122.39,0.18,Mid Value,3763.0,728.0
SM-200051,Sally Matthias,Consumer,6,949.0,-101.12,0.175,Mid Value,3763.0,728.0
SM-200052,Sally Matthias,Consumer,7,2741.0,-330.76,0.173,Mid Value,3763.0,728.0
SM-200053,Sally Matthias,Consumer,5,2868.0,808.94,0.111,Mid Value,3763.0,728.0
SM-200054,Sally Matthias,Consumer,4,243.0,-26.59,0.267,Low Value,3763.0,728.0
SM-203201,Sean Miller,Home Office,4,1002.0,-57.17,0.302,Mid Value,3763.0,728.0
SM-203202,Sean Miller,Home Office,7,3279.0,620.04,0.12,Mid Value,3763.0,728.0
SM-203203,Sean Miller,Home Office,5,1801.0,334.2,0.067,Mid Value,3763.0,728.0
SM-203204,Sean Miller,Home Office,5,25042.0,-1980.74,0.247,High Value,3763.0,728.0
SM-209051,Susan MacKendrick,Consumer,7,3483.0,788.67,0.063,Mid Value,3763.0,728.0
SM-209052,Susan MacKendrick,Consumer,7,2184.0,646.46,0.014,Mid Value,3763.0,728.0
SM-209053,Susan MacKendrick,Consumer,2,211.0,82.66,0.0,Low Value,3763.0,728.0
SM-209054,Susan MacKendrick,Consumer,1,1044.0,-237.29,0.283,Mid Value,3763.0,728.0
SM-209501,Suzanne McNair,Corporate,4,1585.0,183.95,0.053,Mid Value,3763.0,728.0
SM-209502,Suzanne McNair,Corporate,6,1437.0,210.1,0.025,Mid Value,3763.0,728.0
SM-209503,Suzanne McNair,Corporate,7,2966.0,33.82,0.143,Mid Value,3763.0,728.0
SM-209504,Suzanne McNair,Corporate,12,5563.0,581.57,0.127,High Value,3763.0,728.0
SN-105601,Skye Norling,Home Office,2,729.0,-276.8,0.56,Mid Value,3763.0,728.0
SN-105602,Skye Norling,Home Office,1,441.0,87.99,0.0,Low Value,3763.0,728.0
SN-105603,Skye Norling,Home Office,3,312.0,77.96,0.15,Low Value,3763.0,728.0
SN-107101,Steve Nguyen,Home Office,2,192.0,-50.26,0.35,Low Value,3763.0,728.0
SN-107102,Steve Nguyen,Home Office,2,510.0,139.66,0.15,Low Value,3763.0,728.0
SN-205601,Skye Norling,Home Office,6,6795.0,-2597.13,0.15,High Value,3763.0,728.0
SN-205602,Skye Norling,Home Office,6,2103.0,442.0,0.03,Mid Value,3763.0,728.0
SN-205603,Skye Norling,Home Office,7,1984.0,344.86,0.2,Mid Value,3763.0,728.0
SN-205604,Skye Norling,Home Office,6,1861.0,-716.86,0.173,Mid Value,3763.0,728.0
SN-207101,Steve Nguyen,Home Office,4,3474.0,783.22,0.075,Mid Value,3763.0,728.0
SN-207102,Steve Nguyen,Home Office,6,4389.0,701.87,0.046,High Value,3763.0,728.0
SN-207103,Steve Nguyen,Home Office,7,1711.0,328.61,0.187,Mid Value,3763.0,728.0
SN-207104,Steve Nguyen,Home Office,7,3128.0,481.75,0.117,Mid Value,3763.0,728.0
SO-103351,Sean O'Donnell,Consumer,1,130.0,25.47,0.0,Low Value,3763.0,728.0
SO-103352,Sean O'Donnell,Consumer,3,701.0,-8.05,0.117,Low Value,3763.0,728.0
SO-203351,Sean O'Donnell,Consumer,7,6035.0,1338.83,0.163,High Value,3763.0,728.0
SO-203352,Sean O'Donnell,Consumer,6,4031.0,755.31,0.0,High Value,3763.0,728.0
SO-203353,Sean O'Donnell,Consumer,8,2866.0,376.57,0.05,Mid Value,3763.0,728.0
SO-203354,Sean O'Donnell,Consumer,6,2603.0,-81.09,0.137,Mid Value,3763.0,728.0
SP-105451,Sibella Parks,Corporate,4,419.0,51.09,0.0,Low Value,3763.0,728.0
